"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=cetacea&taxon_reso=species"
"Access Time","Thu 2017-02-02 00:26:29 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","cetacea"
"","idreso","species"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.112"
"Records Found","1922"
"Records Returned","1922"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"768349","occ","","","82088","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27682"
"768350","occ","","","82088","Berardius bairdii","species","81905","","Berardius bairdii","species","81905","Holocene","","0.0117","0","27682"
"768351","occ","","","82088","Mesoplodon stejnegeri","species","82033","","Mesoplodon stejnegeri","species","82033","Holocene","","0.0117","0","27682"
"768352","occ","","","82088","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","27682"
"768353","occ","","","82088","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","27682"
"768355","occ","","","82088","Phocoenoides dalli","species","63554","","Phocoenoides dalli","species","63553","Holocene","","0.0117","0","27682"
"768356","occ","","","82088","Phocoena phocoena","species","63544","","Phocoena phocoena","species","63543","Holocene","","0.0117","0","27682"
"768357","occ","","","82089","Peponocephala electra","species","63581","","Peponocephala electra","species","63580","Holocene","","0.0117","0","27683"
"768358","occ","","","82090","Peponocephala electra","species","63581","","Peponocephala electra","species","63580","Holocene","","0.0117","0","27683"
"768359","occ","","","82091","Lagenodelphis hosei","species","63574","","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","27684"
"768360","occ","","","82092","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","27685"
"768361","occ","","","82093","Cephalorhynchus commersoni","species","64537","","Cephalorhynchus commersoni","species","63576","Holocene","","0.0117","0","27686"
"770674","occ","","","53897","Tursiops truncatus","species","64472","","Tursiops truncatus","species","102834","Calabrian","","1.806","0.781","27789"
"770687","occ","","","82528","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","27789"
"770715","occ","","","82530","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","27789"
"770716","occ","","","82530","Eschrichtius robustus","species","81900","","Eschrichtius robustus","species","64488","Late Pleistocene","","0.126","0.0117","27789"
"770732","occ","","","82533","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","27789"
"776806","occ","","","74737","Saghacetus osiris","species","53293","","Saghacetus osiris","species","62982","Priabonian","","38","33.9","11951"
"777660","occ","","","83454","Tursiops aduncus","species","69767","","Tursiops aduncus","species","69766","Holocene","","0.0117","0","27683"
"777662","occ","","","83456","Balaenoptera acutorostrata","species","68469","","Balaenoptera acutorostrata","species","68469","Holocene","","0.0117","0","27683"
"777663","occ","","","83456","Balaenoptera bonaerensis","species","81901","","Balaenoptera bonaerensis","species","81901","Holocene","","0.0117","0","27683"
"777666","occ","","","83457","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","27683"
"777667","occ","","","83457","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777670","occ","","","83459","Balaenoptera borealis","species","70692","","Balaenoptera borealis","species","70692","Holocene","","0.0117","0","27683"
"777671","occ","","","83460","Balaenoptera musculus","species","70697","","Balaenoptera musculus","species","70696","Holocene","","0.0117","0","27683"
"777672","occ","","","83460","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","27683"
"777679","occ","","","83454","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","27683"
"777711","occ","","","83473","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","27683"
"777712","occ","","","83474","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","27683"
"777714","occ","","","83476","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","27683"
"777715","occ","","","83477","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","27683"
"777716","occ","","","83477","Kogia sima","species","81904","","Kogia sima","species","103701","Holocene","","0.0117","0","27683"
"777717","occ","","","83478","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","27683"
"777718","occ","","","83479","Kogia sima","species","81904","","Kogia sima","species","103701","Holocene","","0.0117","0","27683"
"777719","occ","","","83480","Kogia sima","species","81904","","Kogia sima","species","103701","Holocene","","0.0117","0","27683"
"777720","occ","","","83481","Megaptera novaeangliae","species","70685","","Megaptera novaeangliae","species","64491","Holocene","","0.0117","0","27683"
"777721","occ","","","83482","Mesoplodon densirostris","species","82039","","Mesoplodon densirostris","species","113230","Holocene","","0.0117","0","27683"
"777722","occ","","","83483","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777723","occ","","","83484","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777724","occ","","","83485","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777725","occ","","","83486","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777726","occ","","","83487","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777727","occ","","","83488","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777728","occ","","","83489","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777729","occ","","","83490","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777730","occ","","","83491","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777731","occ","","","83492","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777732","occ","","","83493","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777733","occ","","","83494","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777734","occ","","","83495","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777735","occ","","","83496","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777736","occ","","","83497","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777737","occ","","","83498","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777738","occ","","","83499","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","27683"
"777739","occ","","","83500","Stenella longirostris","species","82057","","Stenella longirostris","species","82058","Holocene","","0.0117","0","27683"
"777740","occ","","","83501","Stenella longirostris","species","82057","","Stenella longirostris","species","82058","Holocene","","0.0117","0","27683"
"780217","occ","","","83938","n. gen. Prozeuglodon n. sp. atrox","species","62994","recombined as","Dorudon atrox","species","62994","Priabonian","","38","33.9","11955"
"780514","occ","","","83980","Georgiacetus vogtlensis","species","63123","","Georgiacetus vogtlensis","species","63123","Lutetian","","47.8","41.3","28136"
"780516","occ","","","83981","Georgiacetus vogtlensis","species","63123","","Georgiacetus vogtlensis","species","63123","Bartonian","","41.3","38","28136"
"781876","occ","","","84232","n. gen. Septemriocetus n. sp. bosselaersi","species","133842","obsolete variant of","Septemtriocetus bosselaersi","species","133842","Piacenzian","","3.6","2.588","28212"
"782527","occ","","","84332","Aetiocetus cotylalveus","species","63473","","Aetiocetus cotylalveus","species","63473","Rupelian","","33.9","28.1","28334"
"782899","occ","","","84373","Balaena mysticetus","species","64683","","Balaena mysticetus","species","64683","Holocene","","0.0117","0","28274"
"784840","occ","","","84610","Albireo whistleri","species","64532","","Albireo whistleri","species","64532","Messinian","","7.246","5.333","28389"
"784842","occ","","","45460","Albireo aff. whistleri","species","64532","","Albireo whistleri","species","64532","Messinian","","7.246","5.333","28389"
"784845","occ","","","13451","Albireo n. sp. savagei","species","135184","","Albireo savagei","species","135184","Piacenzian","","3.6","2.588","28389"
"785971","occ","","","84754","Basilosaurus n. sp. kochii","species","63069","recombined as","Zygorhiza kochii","species","63069","Priabonian","","38","33.9","11978"
"785973","occ","","","83938","Zeuglodon n. sp. intermedius","species","62996","subjective synonym of","Dorudon atrox","species","62994","Priabonian","","38","33.9","11956"
"785974","occ","","","58456","n. gen. Protocetus n. sp. atavus","species","62989","","Protocetus atavus","species","62989","Lutetian","","47.8","41.3","11953"
"786227","occ","","","54075","n. gen. Albertocetus n. sp. meffordorum","species","135854","","Albertocetus meffordorum","species","135854","Chattian","","28.1","23.03","28465"
"786934","occ","","","84942","Lissodelphis n. sp. peronii","species","82071","","Lissodelphis peronii","species","82070","Holocene","","0.0117","0","12161"
"786935","occ","","","84943","Lissodelphis n. sp. borealis","species","63572","","Lissodelphis borealis","species","63571","Holocene","","0.0117","0","12161"
"786937","occ","","","67108","Delphinus n. sp. cortesii","species","64535","recombined as","Hemisyntrachelus cortesii","species","64535","Zanclean","","5.333","3.6","18166"
"786938","occ","","","84944","Delphinus n. sp. brocchii","species","70676","obsolete variant of","Tursiops brocchii","species","87357","Piacenzian","","3.6","2.588","24153"
"786941","occ","","","84945","Delphinus n. sp. acutidens","species","63972","subjective synonym of","Physeterula dubusi","species","64464","Miocene","","23.03","5.333","23603"
"786943","occ","","","84947","Champsodelphis n. sp. carniolicus","species","68809","recombined as","Delphinodon carniolicus","species","68809","Langhian","","15.97","13.82","15273"
"786946","occ","","","84949","Platanista n. sp. croatica","species","68810","recombined as","Heterodelphis croatica","species","68810","Sarmatian","","12.7","11.608","15273"
"786947","occ","","","84949","Mesocetus n. sp. agrami","species","69125","","Mesocetus agrami","species","69125","Sarmatian","","12.7","11.608","15446"
"787227","occ","","","45485","n. gen. Piscorhynchus n. sp. aenigmaticus","species","63943","recombined as","Piscolithax aenigmaticus","species","63943","Tortonian","","11.62","7.246","12843"
"787228","occ","","","47080","Pachyacanthus n. sp. letochae","species","94696","subjective synonym of","Pachyacanthus suessii","species","64470","Sarmatian","","12.7","11.608","11981"
"787288","occ","","","58148","Acrodelphis n. sp. bakersfieldensis","species","64562","recombined as","Argyrocetus bakersfieldensis","species","64562","Chattian","","28.1","23.03","12749"
"787290","occ","","","45886","n. gen. Prosqualodon n. sp. australis","species","58388","","Prosqualodon australis","species","58388","Burdigalian","","20.44","15.97","12338"
"787291","occ","","","45886","n. gen. Argyrocetus n. sp. patagonicus","species","63997","","Argyrocetus patagonicus","species","63997","Burdigalian","","20.44","15.97","12338"
"787332","occ","","","57731","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Zanclean","Piacenzian","5.333","2.588","19618"
"787342","occ","","","85022","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Zanclean","","5.333","3.6","15407"
"787343","occ","","","76977","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Pliocene","","5.333","2.588","15407"
"787344","occ","","","71101","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Piacenzian","","3.6","2.588","15407"
"787347","occ","","","85023","Schizodelphis n. sp. compressus","species","69735","","Schizodelphis compressus","species","69735","Late Miocene","","11.608","5.333","13952"
"787555","occ","","","57780","Delphinus n. sp. planus","species","72079","recombined as","Schizodelphis planus","species","72079","Burdigalian","","20.44","15.97","12784"
"787578","occ","","","57785","Eurhinodelphis n. sp. morrisi","species","69884","subjective synonym of","Xiphiacetus bossi","species","66353","Langhian","","15.97","13.82","15550"
"787579","occ","","","45506","Eurhinodelphis n. sp. vaughni","species","69881","subjective synonym of","Xiphiacetus bossi","species","66353","Langhian","","15.97","13.82","15550"
"787584","occ","","","47465","Priscodelphinus n. sp. cristatus","species","64644","recombined as","Xiphiacetus cristatus","species","64644","Late Miocene","Late Pliocene","11.608","2.588","12768"
"787585","occ","","","45508","Eurhinodelphis n. sp. ashbyi","species","69882","subjective synonym of","Xiphiacetus cristatus","species","64644","Langhian","","15.97","13.82","15550"
"787586","occ","","","45506","Eurhinodelphis n. sp. whitmorei","species","69883","subjective synonym of","Xiphiacetus cristatus","species","64644","Langhian","","15.97","13.82","15550"
"787587","occ","","","57780","Hoplocetus n. sp. crassidens","species","64696","","Hoplocetus crassidens","species","64696","Burdigalian","","20.44","15.97","24709"
"787588","occ","","","81668","Hoplocetus crassidens","species","64696","","Hoplocetus crassidens","species","64696","Langhian","","15.97","13.82","24709"
"787593","occ","","","56693","Hoplocetus n. sp. curvidens","species","69223","","Hoplocetus curvidens","species","69223","Pliocene","","5.333","2.588","28567"
"787639","occ","","","85069","Physodon n. sp. lorteti","species","69792","subjective synonym of","Scaldicetus grandis","species","64626","Miocene","","23.03","5.333","18970"
"787640","occ","","","85022","Hoplocetus n. sp. minor","species","69616","recombined as","Scaldicetus minor","species","69616","Zanclean","","5.333","3.6","13952"
"787653","occ","","","56686","Delphinus n. sp. domeykoi","species","70701","","Delphinus domeykoi","species","70701","Zanclean","","5.333","3.6","16568"
"787658","occ","","","77581","Orycterocetus quadratidens","species","63668","","Orycterocetus quadratidens","species","63668","Zanclean","","5.333","3.6","13727"
"787659","occ","","","77581","Orycterocetus n. sp. cornutidens","species","69120","","Orycterocetus cornutidens","species","69120","Zanclean","","5.333","3.6","15586"
"788188","occ","","","56693","Physeter n. sp. antiquus","species","136970","","Physeter antiquus","species","136970","Pliocene","","5.333","2.588","13983"
"788228","occ","","","77750","Balaena biscayensis","species","80715","subjective synonym of","Eubalaena glacialis","species","81899","Early Pleistocene","","2.588","0.781","28641"
"788231","occ","","","58421","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Middle Pleistocene","","0.781","0.126","28641"
"788235","occ","21139","","77753","Physeterula dubusii ?","species","64464","corrected to","Physeterula dubusi","species","64464","Late Pliocene","","3.6","2.588","28641"
"788241","occ","","","58420","Orca gladiator","species","69787","subjective synonym of","Orcinus orca","species","64540","Early Pleistocene","","2.588","0.781","28641"
"788242","occ","","","77754","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Middle Pleistocene","","0.781","0.126","28641"
"788243","occ","","","48093","Monodon monoceros","species","64546","","Monodon monoceros","species","64546","Gelasian","","2.588","1.806","28641"
"788244","occ","","","85135","Monodon monoceros","species","64546","","Monodon monoceros","species","64546","Pleistocene","","2.588","0.0117","28641"
"788245","occ","","","58419","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Middle Pleistocene","","0.781","0.126","28641"
"788246","occ","","","77750","Tursiops tursio","species","69756","subjective synonym of","Tursiops truncatus","species","102834","Early Pleistocene","","2.588","0.781","28641"
"788247","occ","","","47425","Delphinus acutidens","species","63972","subjective synonym of","Physeterula dubusi","species","64464","Burdigalian","","20.44","15.97","23603"
"788248","occ","","","76978","n. gen. Physotherium n. sp. sotterii","species","63948","","Physotherium sotterii","species","63948","Pliocene","","5.333","2.588","13952"
"788348","occ","","","85152","Mesoplodon (Cetorhynchus) n. sp. christolii","species","64478","recombined as","Cetorhynchus christoli","species","64478","Miocene","","23.03","5.333","12653"
"788349","occ","","","47465","Ziphius n. sp. planirostris","species","67993","recombined as","Choneziphius planirostris","species","67993","Late Miocene","Late Pliocene","11.608","2.588","14621"
"788350","occ","","","47465","Ziphius n. sp. cuvieri","species","89024","subjective synonym of","Choneziphius planirostris","species","67993","Late Miocene","Late Pliocene","11.608","2.588","14624"
"788351","occ","","","85153","Ziphius n. sp. planus","species","64849","subjective synonym of","Choneziphius planirostris","species","67993","Piacenzian","","3.6","2.588","14624"
"788375","occ","","","48093","Ziphius n. sp. compressus","species","70381","","Ziphius compressus","species","70381","Gelasian","","2.588","1.806","14624"
"788376","occ","","","85154","n. gen. Belemnoziphius n. sp. compressus","species","64702","","Belemnoziphius compressus","species","64702","Piacenzian","","3.6","2.588","12787"
"788381","occ","","","85155","Delphinus n. sp. renovi","species","96909","subjective synonym of","Pomatodelphis stenorhynchus","species","69729","Middle Miocene","","15.97","11.608","15278"
"788391","occ","","","85158","Cetotherium n. sp. crassangulum","species","64010","","Cetotherium crassangulum","species","64010","Pliocene","","5.333","2.588","12331"
"788501","occ","","","55396","n. gen. Zarhachis n. sp. flagellator","species","63658","","Zarhachis flagellator","species","63658","Langhian","","15.97","13.82","12174"
"788503","occ","","","18587","n. gen. Macrophoca n. sp. atlantica","species","68297","recombined as","Squalodon atlanticus","species","68297","Langhian","","15.97","13.82","14981"
"788506","occ","","","85169","Eschrichtius n. sp. davidsonii","species","68434","recombined as","Balaenoptera davidsonii","species","68434","Piacenzian","","3.6","2.588","15081"
"788569","occ","","","55396","Delphinapterus n. sp. tyrannus","species","63661","subjective synonym of","Cetotherium parvum","species","65769","Langhian","","15.97","13.82","12174"
"788809","occ","","","77753","Mesoplodon n. sp. scaphoides","species","69829","subjective synonym of","Mesoplodon longirostris","species","64852","Late Pliocene","","3.6","2.588","28696"
"788825","occ","","","48660","Squalodon n. sp. bordae","species","68306","","Squalodon bordae","species","68305","Burdigalian","","20.44","15.97","6031"
"788830","occ","","","52083","Squalodon n. sp. linzianus","species","90637","","Squalodon linzianus","species","90637","Chattian","","28.1","23.03","12127"
"788834","occ","","","47425","Squalodon n. sp. meyeri","species","68338","","Squalodon meyeri","species","68338","Burdigalian","","20.44","15.97","11981"
"788835","occ","","","85260","Squalodon n. sp. vocontiorum","species","69711","","Squalodon vocontiorum","species","69711","Burdigalian","","20.44","15.97","33877"
"788889","occ","","","52083","Patriocetus n. sp. denggi","species","63425","","Patriocetus denggi","species","63425","Chattian","","28.1","23.03","11972"
"788949","occ","","","52083","Squalodon n. sp. ehrlichi","species","100512","misspelling of, recombined as","Patriocetus ehrlichii","species","68320","Chattian","","28.1","23.03","12816"
"788951","occ","","","47623","Squalodon n. sp. peregrinus","species","137368","","Squalodon peregrinus","species","137368","Aquitanian","","23.03","20.44","29034"
"788955","occ","","","47623","n. gen. Zignodelphis n. sp. miocaenus","species","66032","","Zignodelphis miocaenus","species","66032","Aquitanian","","23.03","20.44","13606"
"788962","occ","29566","","59273","Cetotherium capellinii","species","68443","","Cetotherium capellinii","species","68443","Zanclean","Piacenzian","5.333","2.588","49778"
"788964","occ","","","56692","Balaenoptera (Plesiocetus) n. sp. cortesii","species","83540","","Balaenoptera (Plesiocetus) cortesii","species","83540","Zanclean","Piacenzian","5.333","2.588","13952"
"788981","occ","","","85152","Plesiocetus n. sp. gervaisii","species","69852","","Plesiocetus gervaisii","species","69852","Miocene","","23.03","5.333","12326"
"788986","occ","","","57733","Plesiocetus n. sp. minor","species","137422","","Plesiocetus minor","species","137422","Tortonian","","11.62","7.246","19302"
"789014","occ","","","47080","Cetotherium n. sp. ambiguum","species","69838","subjective synonym of","Pachyacanthus suessii","species","64470","Sarmatian","","12.7","11.608","11981"
"789019","occ","","","85297","Cetotherium n. sp. helmersenii","species","69836","recombined as","Eucetotherium helmersenii","species","69836","Sarmatian","","12.7","11.608","12127"
"789378","occ","","","52083","Balaenodon n. sp. lintianus","species","63466","recombined as","Cetotheriopsis lintianus","species","63466","Chattian","","28.1","23.03","16562"
"789381","occ","","","47465","Probalaena n. sp. dubusii","species","100527","recombined as","Balaena dubusi","species","100527","Late Miocene","Late Pliocene","11.608","2.588","12326"
"789384","occ","","","85338","Balaena n. sp. lartetii","species","137570","corrected to","Balaena larteti","species","137570","Neogene","","23.03","2.588","12881"
"789457","occ","","","49404","Balaenotus insignis","species","64447","","Balaenotus insignis","species","64447","Pliocene","","5.333","2.588","12326"
"789461","occ","","","49404","Cetotherium brevifrons","species","70452","recombined as","Heterocetus brevifrons","species","70452","Pliocene","","5.333","2.588","12326"
"789462","occ","","","65176","Cetotherium burtinii","species","83538","recombined as","Aglaocetus burtinii","species","69124","Pliocene","","5.333","2.588","12326"
"789464","occ","","","77492","Herpetocetus scaldiensis","species","64450","","Herpetocetus scaldiensis","species","64450","Zanclean","","5.333","3.6","12326"
"789465","occ","","","49404","Herpetocetus scaldiensis","species","64450","","Herpetocetus scaldiensis","species","64450","Pliocene","","5.333","2.588","12326"
"789466","occ","","","57138","Herpetocetus scaldiensis","species","64450","","Herpetocetus scaldiensis","species","64450","Pliocene","","5.333","2.588","12326"
"789469","occ","","","85360","Mesocetus n. sp. siphunculus","species","64012","","Mesocetus siphunculus","species","64012","Burdigalian","","20.44","15.97","12331"
"789476","occ","","","48660","Delphinoides n. sp. gratelupi","species","68330","objective synonym of","Squalodon grateloupii","species","63728","Burdigalian","","20.44","15.97","28798"
"789666","occ","","","47465","Balaena n. sp. arcuata","species","69872","","Balaena arcuata","species","69872","Late Miocene","Late Pliocene","11.608","2.588","24644"
"789823","occ","","","57732","Balaenula balaenopsis","species","64444","","Balaenula balaenopsis","species","68973","Burdigalian","","20.44","15.97","28853"
"789824","occ","","","57732","Squalodon grateloupi","species","64511","misspelling of, obsolete variant of","Squalodon grateloupii","species","63728","Burdigalian","","20.44","15.97","28853"
"789831","occ","","","85462","Mesocetus n. sp. aquitanicus","species","69863","","Mesocetus aquitanicus","species","69863","Neogene","","23.03","2.588","28855"
"789832","occ","","","57732","Mesocetus aquitanicus","species","69863","","Mesocetus aquitanicus","species","69863","Burdigalian","","20.44","15.97","28855"
"789836","occ","","","85338","Physeter ? antiquus","species","136970","","Physeter antiquus","species","136970","Neogene","","23.03","2.588","28855"
"790116","occ","","","47080","Pachyacanthus suessi","species","138658","misspelling of, obsolete variant of","Pachyacanthus suessii","species","64470","Sarmatian","","12.7","11.608","18748"
"790123","occ","","","73366","Pachyacanthus suessi","species","138658","misspelling of, obsolete variant of","Pachyacanthus suessii","species","64470","Sarmatian","","12.7","11.608","18748"
"790124","occ","","","85507","Pachyacanthus suessi","species","138658","misspelling of, obsolete variant of","Pachyacanthus suessii","species","64470","Miocene","","23.03","5.333","18748"
"790127","occ","","","73276","Pachyacanthus suessi","species","138658","misspelling of, obsolete variant of","Pachyacanthus suessii","species","64470","Serravallian","","13.82","11.62","18748"
"790141","occ","","","65181","Cyrtodelphis sulcatus","species","63737","recombined as","Schizodelphis sulcatus","species","63687","Burdigalian","","20.44","15.97","18748"
"790199","occ","","","67024","n. gen. Homaeocetus n. sp. villersii","species","64600","subjective synonym of","Scaldicetus caretti","species","64596","Middle Miocene","","15.97","11.608","12761"
"794709","occ","","","86236","Eschrichtius robustus","species","81900","","Eschrichtius robustus","species","64488","Late Pleistocene","","0.126","0.0117","29063"
"794726","occ","","","86251","Balaenotus insignis","species","64447","","Balaenotus insignis","species","64447","Pliocene","","5.333","2.588","28979"
"794741","occ","","","86273","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Late Pleistocene","","0.126","0.0117","29158"
"794915","occ","","","86305","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Piacenzian","","3.6","2.588","19618"
"794916","occ","","","86306","Notiocetus n. sp. platensis","species","69869","","Notiocetus platensis","species","69869","Neogene","","23.03","2.588","16565"
"794917","occ","","","56685","Delphinus n. sp. sulcatus","species","63687","recombined as","Schizodelphis sulcatus","species","63687","Middle Miocene","","15.97","11.608","12198"
"796240","occ","","","71648","n. gen. Araeodelphis n. sp. natator","species","62957","","Araeodelphis natator","species","62957","Langhian","","15.97","13.82","11926"
"796246","occ","","","86500","Delphinus n. sp. calvertensis","species","64430","recombined as","Lophocetus calvertensis","species","64430","Tortonian","","11.62","7.246","12835"
"796249","occ","","","71798","n. gen. Metopocetus n. sp. durinasus","species","63977","","Metopocetus durinasus","species","63977","Langhian","","15.97","13.82","12327"
"796317","occ","","","52083","Squalodon n. sp. grateloupii","species","63728","","Squalodon grateloupii","species","63728","Chattian","","28.1","23.03","16669"
"796318","occ","","","52083","Squalodon n. sp. hypsispondylus","species","68332","","Squalodon hypsispondylus","species","68332","Chattian","","28.1","23.03","15197"
"796322","occ","","","85338","Delphinus n. sp. dationum","species","126814","subjective synonym of","Schizodelphis sulcatus","species","63687","Neogene","","23.03","2.588","29146"
"796365","occ","","","86521","Eschrichtius robustus","species","81900","","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","29063"
"796366","occ","","","86523","Eschrichtius robustus","species","81900","","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","29063"
"796367","occ","","","86522","Eschrichtius robustus","species","81900","","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","29063"
"796368","occ","","","86526","Eschrichtius robustus","species","81900","","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","29063"
"796369","occ","","","86525","Eschrichtius robustus","species","81900","","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","29063"
"796370","occ","","","56423","Eschrichtius robustus","species","81900","","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","29063"
"796371","occ","","","86527","Eschrichtius robustus","species","81900","","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","29063"
"797314","occ","","","77694","Balaenoptera sursiplana ?","species","64011","","Balaenoptera sursiplana","species","64011","Middle Miocene","Pleistocene","15.97","0.0117","29187"
"797316","occ","","","77694","Squalodon atlanticus","species","69134","","Squalodon atlanticus","species","68297","Middle Miocene","Pleistocene","15.97","0.0117","29187"
"797958","occ","","","13522","n. gen. Anisodelphis n. sp. brevirostratus","species","63860","subjective synonym of","Ischyrorhynchus vanbenedeni","species","63859","Tortonian","","11.62","7.246","15250"
"797959","occ","","","13522","Saurodelphis n. sp. acutirostratus","species","63865","subjective synonym of","Saurocetes argentinus","species","63503","Tortonian","","11.62","7.246","15250"
"798701","occ","","","86873","Delphinus n. sp. blainvillei","species","68423","recombined as","Pontoporia blainvillii","species","68423","Holocene","","0.0117","0","12161"
"798702","occ","","","86874","Lipotes n. sp. vexillifer","species","63539","","Lipotes vexillifer","species","63539","Holocene","","0.0117","0","12161"
"798703","occ","","","86876","Delphinus n. sp. gangetica","species","63563","recombined as","Platanista gangetica","species","63562","Holocene","","0.0117","0","12161"
"798704","occ","","","86877","Delphinus n. sp. guianensis","species","71645","subjective synonym of","Sotalia fluviatilis","species","94788","Holocene","","0.0117","0","12161"
"798705","occ","","","86878","Sotalia n. sp. brasiliensis","species","69751","subjective synonym of","Sotalia fluviatilis","species","94788","Holocene","","0.0117","0","12161"
"798706","occ","","","86879","Sotalia n. sp. borneensis","species","94784","subjective synonym of","Sousa chinensis","species","82053","Holocene","","0.0117","0","12161"
"798707","occ","","","86880","Sotalia n. sp. chinensis","species","82054","recombined as","Sousa chinensis","species","82053","Holocene","","0.0117","0","12161"
"798708","occ","","","86881","Delphinus n. sp. fluviatilis","species","94788","recombined as","Sotalia fluviatilis","species","94788","Holocene","","0.0117","0","12161"
"798709","occ","","","86882","Delphinus (Steno) n. sp. lentiginosus","species","103705","subjective synonym of","Sousa chinensis","species","82053","Holocene","","0.0117","0","12161"
"798710","occ","","","86883","Sotalia n. sp. teuszii","species","69752","recombined as","Sousa teuszii","species","69752","Holocene","","0.0117","0","12161"
